c,p,o,oLabel
http://www.wikidata.org/entity/Q24034679,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24034679,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q24034679,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24034679,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q4991371,soldier
http://www.wikidata.org/entity/Q24034722,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q14831768,mutate
http://www.wikidata.org/entity/Q24034722,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24034722,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24034722,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q148401,magician
http://www.wikidata.org/entity/Q24034722,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q9385011,neurosurgeon
http://www.wikidata.org/entity/Q24034722,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q322646,Avengers
http://www.wikidata.org/entity/Q24034722,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q609250,Defenders
http://www.wikidata.org/entity/Q24034722,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q632771,Illuminati
http://www.wikidata.org/entity/Q24034722,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q2264980,The New Avengers
http://www.wikidata.org/entity/Q24034722,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q3072235,Midnight Sons
http://www.wikidata.org/entity/Q24034722,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q106843272,Avengers
http://www.wikidata.org/entity/Q24034722,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q1064192,magic in fiction
http://www.wikidata.org/entity/Q24040742,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24040742,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24040913,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24040913,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24040935,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q23900446,Howard Stark
http://www.wikidata.org/entity/Q24040935,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24040935,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24040935,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q23894967,Tony Stark
http://www.wikidata.org/entity/Q24040949,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24040949,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24040958,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24040958,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24040968,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24040968,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24043637,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24043637,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24045741,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24045741,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24045748,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24045748,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24045748,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q774306,surgeon
http://www.wikidata.org/entity/Q24045752,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1792372,character
http://www.wikidata.org/entity/Q24045752,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24045752,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24045752,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q148401,magician
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q24046126,Odin
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311261,Asgardian
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q106843272,Avengers
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q113576166,Guardians of the Galaxy
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q1879366,electrokinesis
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q4386945,superhuman strength
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q47089006,superhuman durability
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P3373,http://www.wikidata.org/entity/Q24046118,Loki
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P3373,http://www.wikidata.org/entity/Q24050122,Hela
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q1147326,Loki
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q2276627,Thanos
http://www.wikidata.org/entity/Q27624318,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27624318,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27624531,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27624531,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27624560,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27624560,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27627816,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27627816,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q30017383,fictional organism
http://www.wikidata.org/entity/Q27670271,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27670271,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27670314,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27670314,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27670318,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27670318,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27670318,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q39631,physician
http://www.wikidata.org/entity/Q27670335,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27670335,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27670335,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q186360,nurse
http://www.wikidata.org/entity/Q27670340,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27670340,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27670340,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q39631,physician
http://www.wikidata.org/entity/Q27670356,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27670356,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27670356,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q39631,physician
http://www.wikidata.org/entity/Q27804665,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27804665,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27813421,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q66192865,Doris Toomes
http://www.wikidata.org/entity/Q27813421,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27813421,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27813421,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q26809707,Liz Toomes
http://www.wikidata.org/entity/Q27902081,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q26760958,Wakanda
http://www.wikidata.org/entity/Q27902081,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27902081,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27902081,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q24004885,T'Challa
http://www.wikidata.org/entity/Q27902081,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q29051978,Shuri
http://www.wikidata.org/entity/Q27902081,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q16511993,queen
http://www.wikidata.org/entity/Q27996066,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27996066,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27996066,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q23991129,Peter Parker
http://www.wikidata.org/entity/Q28379764,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q26268850,Erik Killmonger
http://www.wikidata.org/entity/Q28379764,http://www.wikidata.org/prop/direct/P3373,http://www.wikidata.org/entity/Q24004905,T'Chaka
http://www.wikidata.org/entity/Q28379764,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q28379764,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q28914116,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1307329,extraterrestrials in fiction
http://www.wikidata.org/entity/Q28914116,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q29051978,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q24004905,T'Chaka
http://www.wikidata.org/entity/Q29051978,http://www.wikidata.org/prop/direct/P25,http://www.wikidata.org/entity/Q27902081,Ramonda
http://www.wikidata.org/entity/Q29051978,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q29051978,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q29051978,http://www.wikidata.org/prop/direct/P3373,http://www.wikidata.org/entity/Q24004885,T'Challa
http://www.wikidata.org/entity/Q29053559,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q29053559,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q29842885,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q29842885,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311335,Xandarian
http://www.wikidata.org/entity/Q42201389,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q42201389,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q28020127,fictional humanoid
http://www.wikidata.org/entity/Q42201389,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q23835475,assistant
http://www.wikidata.org/entity/Q42268330,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q42268330,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311351,Kronan
http://www.wikidata.org/entity/Q42269449,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q24046102,Thor
http://www.wikidata.org/entity/Q42269449,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q42269449,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q34315358,fictional demon
http://www.wikidata.org/entity/Q42270632,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q42270632,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311261,Asgardian
http://www.wikidata.org/entity/Q42271004,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q42271004,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q42271875,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q42271875,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q42272028,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q42272028,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q18327510,fictional robot
http://www.wikidata.org/entity/Q52947626,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q52947626,http://www.wikidata.org/prop/direct/P108,http://www.wikidata.org/entity/Q2276627,Thanos
http://www.wikidata.org/entity/Q52947626,http://www.wikidata.org/prop/direct/P5800,http://www.wikidata.org/entity/Q55712911,main antagonist
http://www.wikidata.org/entity/Q52947928,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q52947928,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311399,Krylorian
http://www.wikidata.org/entity/Q52947928,http://www.wikidata.org/prop/direct/P108,http://www.wikidata.org/entity/Q2982927,Collector
http://www.wikidata.org/entity/Q53417307,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q766099,Wakanda
http://www.wikidata.org/entity/Q53417307,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q53417307,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q53519878,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q53519878,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q55221009,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1307329,extraterrestrials in fiction
http://www.wikidata.org/entity/Q55221009,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q55221009,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q28020127,fictional humanoid
http://www.wikidata.org/entity/Q55405344,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q55405344,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q18327510,fictional robot
http://www.wikidata.org/entity/Q56231221,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q56231221,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q56379586,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q870114,electroshock weapon
http://www.wikidata.org/entity/Q56379586,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15720870,fictional weapon
http://www.wikidata.org/entity/Q60485015,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q60485015,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q60485245,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q60485245,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q60485245,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q1658894,illusionist
http://www.wikidata.org/entity/Q60485245,http://www.wikidata.org/prop/direct/P108,http://www.wikidata.org/entity/Q2601147,Stark Industries
http://www.wikidata.org/entity/Q60485274,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q60485274,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q60485274,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q60485305,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q24207018,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q24207018,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24207018,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q33999,actor
http://www.wikidata.org/entity/Q24207018,http://www.wikidata.org/prop/direct/P5800,http://www.wikidata.org/entity/Q215972,protagonist
http://www.wikidata.org/entity/Q24265423,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q27067914,Janet van Dyne
http://www.wikidata.org/entity/Q24265423,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1114461,comics character
http://www.wikidata.org/entity/Q24265423,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24265423,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24265423,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q24050133,Hope van Dyne
http://www.wikidata.org/entity/Q24275986,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24275986,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24275991,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24275991,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24275991,http://www.wikidata.org/prop/direct/P451,http://www.wikidata.org/entity/Q24276092,Maggie Lang
http://www.wikidata.org/entity/Q24276086,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24276086,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24276092,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q24026703,Scott Lang
http://www.wikidata.org/entity/Q24276092,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q27057203,Cassie Lang
http://www.wikidata.org/entity/Q24276092,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24276092,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24276092,http://www.wikidata.org/prop/direct/P451,http://www.wikidata.org/entity/Q24275991,James Paxton
http://www.wikidata.org/entity/Q24276097,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24276097,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24276100,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24276100,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24276107,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24276107,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24276107,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q384593,police officer
http://www.wikidata.org/entity/Q24276107,http://www.wikidata.org/prop/direct/P108,http://www.wikidata.org/entity/Q1320247,San Francisco Police Department
http://www.wikidata.org/entity/Q24510074,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24510074,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q25714609,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q25714609,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q25714609,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q856887,security guard
http://www.wikidata.org/entity/Q25936379,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q25936379,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26224467,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q774306,surgeon
http://www.wikidata.org/entity/Q26224467,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q26224467,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26261996,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q26261996,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26268850,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q28379764,N'Jobu
http://www.wikidata.org/entity/Q26268850,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q26268850,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q26268850,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26268850,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q24004885,T'Challa
http://www.wikidata.org/entity/Q26268859,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q26760958,Wakanda
http://www.wikidata.org/entity/Q26268859,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q26268859,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26758863,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q26760958,Wakanda
http://www.wikidata.org/entity/Q26758863,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q26758863,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q26758863,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26758863,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q28126637,Dora Milaje
http://www.wikidata.org/entity/Q26760958,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1145276,fictional country
http://www.wikidata.org/entity/Q26761024,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q26761024,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26761024,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q39631,physician
http://www.wikidata.org/entity/Q26761595,http://www.wikidata.org/prop/direct/P108,http://www.wikidata.org/entity/Q1065,United Nations
http://www.wikidata.org/entity/Q26761595,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q26761595,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26761640,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q24022457,Zemo
http://www.wikidata.org/entity/Q26761640,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
