c,w,wLabel,typeLabel,date
http://www.wikidata.org/entity/Q66191882,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q66196132,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q66196208,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q66196265,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q66196306,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-25T00:00:00Z
http://www.wikidata.org/entity/Q66191428,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66191496,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66191596,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66191655,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66191701,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66191882,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66196132,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66196208,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66196265,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66196306,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66191428,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66191496,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66191596,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66191655,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66191701,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66191882,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66196132,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66196208,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66196265,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66196306,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-04-26T00:00:00Z
http://www.wikidata.org/entity/Q66191428,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66191496,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66191596,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66191655,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66191701,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66191882,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66196132,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66196208,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66196265,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66196306,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66191428,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66191496,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66191596,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66191655,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66191701,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66191882,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66196132,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66196208,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66196265,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66196306,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-01T00:00:00Z
http://www.wikidata.org/entity/Q66191428,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66191496,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66191596,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66191655,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66191701,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66191882,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66196132,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66196208,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66196265,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66196306,http://www.wikidata.org/entity/Q209538,Iron Man 3,film,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66191428,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66191496,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66191596,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66191655,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66191701,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66191882,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66196132,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66196208,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66196265,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66196306,http://www.wikidata.org/entity/Q209538,Iron Man 3,threequel,2013-05-03T00:00:00Z
http://www.wikidata.org/entity/Q66196729,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-27T00:00:00Z
http://www.wikidata.org/entity/Q66196786,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-27T00:00:00Z
http://www.wikidata.org/entity/Q66196831,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-27T00:00:00Z
http://www.wikidata.org/entity/Q66196867,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-27T00:00:00Z
http://www.wikidata.org/entity/Q66196905,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-27T00:00:00Z
http://www.wikidata.org/entity/Q66196729,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-28T00:00:00Z
http://www.wikidata.org/entity/Q66196786,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-28T00:00:00Z
http://www.wikidata.org/entity/Q66196831,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-28T00:00:00Z
http://www.wikidata.org/entity/Q66196867,http://www.wikidata.org/entity/Q217020,Thor,film,2011-04-28T00:00:00Z
